date,campaign_id,impressions,clicks,spend,conversions,revenue
2026-04-04,cmp_003,4683,186,197.59,6,483.91
2026-04-04,cmp_004,4154,160,156.23,5,367.48
2026-04-04,cmp_005,3855,88,16.70,4,359.02
2026-04-04,cmp_006,5270,126,25.38,6,520.02
2026-04-04,cmp_007,4691,86,16.20,2,139.08
2026-04-04,cmp_008,5037,72,15.92,2,114.78
2026-04-05,cmp_001,4401,171,248.18,7,563.25
2026-04-05,cmp_002,3582,136,184.91,3,269.24
2026-04-05,cmp_003,5589,191,182.53,8,471.99
2026-04-05,cmp_004,4612,111,106.83,4,221.75
2026-04-05,cmp_005,3549,55,10.47,2,174.87
2026-04-05,cmp_006,4631,94,20.60,5,399.06
2026-04-05,cmp_007,4926,61,12.99,2,181.59
2026-04-05,cmp_008,5224,124,21.75,4,347.48
2026-04-06,cmp_001,4136,125,198.81,3,173.44
2026-04-06,cmp_002,4865,185,274.07,10,611.32
2026-04-06,cmp_003,4862,162,151.16,6,357.50
2026-04-06,cmp_004,3753,133,159.30,5,284.41
2026-04-06,cmp_005,4695,67,14.44,1,77.02
2026-04-06,cmp_006,5103,62,12.59,2,132.70
2026-04-06,cmp_007,3915,80,18.50,3,171.99
2026-04-06,cmp_008,4575,105,23.77,4,281.74
2026-04-07,cmp_001,5037,130,220.68,3,256.79
2026-04-07,cmp_002,4916,225,326.45,10,579.70
2026-04-07,cmp_003,3788,118,136.81,4,343.97
2026-04-07,cmp_004,4336,142,163.30,4,324.64
2026-04-07,cmp_005,4435,59,12.59,2,167.92
2026-04-07,cmp_006,6119,130,26.40,4,307.10
2026-04-07,cmp_007,5074,25,5.01,1,89.03
2026-04-07,cmp_008,4352,96,21.75,5,384.49
2026-04-08,cmp_001,5644,247,335.74,12,769.31
2026-04-08,cmp_002,4979,177,279.95,8,540.45
2026-04-08,cmp_003,3155,128,156.19,4,252.21
2026-04-08,cmp_004,4326,130,141.90,6,415.88
2026-04-08,cmp_005,5652,143,27.43,5,319.65
2026-04-08,cmp_006,5028,93,16.71,3,230.56
2026-04-08,cmp_007,4723,77,17.57,3,171.24
2026-04-08,cmp_008,4046,66,12.86,3,203.78
2026-04-09,cmp_001,3838,152,242.07,7,390.34
2026-04-09,cmp_002,3482,85,114.62,3,171.23
2026-04-09,cmp_003,5149,209,234.87,8,518.10
2026-04-09,cmp_004,4118,166,196.55,8,752.95
2026-04-09,cmp_005,4813,100,20.66,4,355.73
2026-04-09,cmp_006,3661,54,10.65,1,58.94
2026-04-09,cmp_007,5358,119,21.89,4,288.73
2026-04-09,cmp_008,4713,27,5.31,0,0.00
2026-04-10,cmp_001,4122,186,276.51,7,545.97
2026-04-10,cmp_002,4646,133,185.59,5,402.62
2026-04-10,cmp_003,4977,214,249.73,11,782.21
2026-04-10,cmp_004,3448,106,118.45,5,378.99
2026-04-10,cmp_005,3938,80,16.71,2,184.61
2026-04-10,cmp_006,3746,91,17.25,3,169.06
2026-04-10,cmp_007,4689,63,13.15,2,127.99
2026-04-10,cmp_008,4526,57,11.27,2,158.43
2026-04-11,cmp_001,4193,135,204.83,5,473.31
2026-04-11,cmp_002,4734,153,234.73,4,269.74
2026-04-11,cmp_003,3204,116,136.63,3,188.32
2026-04-11,cmp_004,5549,202,232.04,6,419.26
2026-04-11,cmp_005,4332,43,9.39,1,73.53
2026-04-11,cmp_006,3771,78,15.55,2,135.66
2026-04-11,cmp_007,3731,87,16.16,3,187.47
2026-04-11,cmp_008,5964,138,28.13,6,506.29
2026-04-12,cmp_001,4857,158,215.44,5,472.23
2026-04-12,cmp_002,4293,135,170.58,4,358.83
2026-04-12,cmp_003,4268,157,183.49,6,435.06
2026-04-12,cmp_004,5648,194,212.91,4,350.89
2026-04-12,cmp_005,4634,77,14.56,4,345.39
2026-04-12,cmp_006,4606,67,14.61,2,114.18
2026-04-12,cmp_007,4159,50,9.11,2,145.19
2026-04-12,cmp_008,5385,137,29.14,4,281.56
2026-04-13,cmp_001,3608,125,192.05,6,549.41
2026-04-13,cmp_002,4771,162,228.87,7,460.43
2026-04-13,cmp_003,4971,156,160.16,6,502.21
2026-04-13,cmp_004,4618,172,213.49,4,247.59
2026-04-13,cmp_005,4376,105,18.35,5,379.10
2026-04-13,cmp_006,5043,95,18.27,2,112.27
2026-04-13,cmp_007,3829,62,13.87,3,171.95
2026-04-13,cmp_008,4651,75,14.37,3,188.47
2026-04-14,cmp_001,5036,165,234.33,8,511.30
2026-04-14,cmp_002,4059,150,241.11,5,288.06
2026-04-14,cmp_003,4846,147,172.45,7,590.36
2026-04-14,cmp_004,4635,143,166.23,4,335.35
2026-04-14,cmp_005,5577,83,15.38,2,163.88
2026-04-14,cmp_006,4065,101,21.15,4,234.36
2026-04-14,cmp_007,6149,107,21.51,3,216.51
2026-04-14,cmp_008,4371,93,16.74,3,246.03
2026-04-15,cmp_001,4692,165,242.51,4,339.77
2026-04-15,cmp_002,4178,175,268.11,7,478.75
2026-04-15,cmp_003,5424,190,217.34,7,395.30
2026-04-15,cmp_004,4527,140,152.29,5,317.72
2026-04-15,cmp_005,4207,86,16.27,3,213.38
2026-04-15,cmp_006,3693,61,11.08,2,154.60
2026-04-15,cmp_007,3892,69,13.05,3,201.90
2026-04-15,cmp_008,3935,91,19.55,3,178.27
2026-04-16,cmp_001,3874,98,139.91,2,170.40
2026-04-16,cmp_002,5147,211,330.85,6,359.21
2026-04-16,cmp_003,3594,100,108.26,5,339.77
2026-04-16,cmp_004,3543,83,92.63,4,361.67
2026-04-16,cmp_005,3985,92,17.81,3,247.80
2026-04-16,cmp_006,4336,109,21.34,5,410.48
2026-04-16,cmp_007,3597,34,7.16,1,87.65
2026-04-16,cmp_008,3599,54,9.50,1,59.79
2026-04-17,cmp_001,4749,197,274.76,5,404.71
2026-04-17,cmp_002,4703,165,252.17,5,329.96
2026-04-17,cmp_003,5029,169,182.90,6,466.05
2026-04-17,cmp_004,3991,132,143.13,7,417.65
2026-04-17,cmp_005,4751,34,6.74,1,63.71
2026-04-17,cmp_006,2924,42,8.11,1,82.75
2026-04-17,cmp_007,2990,59,12.11,2,164.57
2026-04-17,cmp_008,4317,62,11.16,2,127.34
2026-04-18,cmp_001,4442,161,233.69,7,589.67
2026-04-18,cmp_002,4779,169,249.29,6,421.21
2026-04-18,cmp_003,5860,210,204.73,5,414.70
2026-04-18,cmp_004,3877,160,181.07,7,511.01
2026-04-18,cmp_005,5394,47,8.61,1,57.07
2026-04-18,cmp_006,5745,90,17.11,3,269.22
2026-04-18,cmp_007,4252,93,21.01,2,144.95
2026-04-18,cmp_008,4482,112,23.73,3,249.93
2026-04-19,cmp_001,5438,155,249.63,4,220.07
2026-04-19,cmp_002,4764,165,226.13,6,437.15
2026-04-19,cmp_003,4781,162,194.14,4,276.83
2026-04-19,cmp_004,3774,131,130.01,5,385.48
2026-04-19,cmp_005,4460,101,21.18,2,167.65
2026-04-19,cmp_006,4209,76,12.69,2,149.91
2026-04-19,cmp_007,3015,56,12.56,2,137.58
2026-04-19,cmp_008,4395,78,14.71,1,66.94
2026-04-20,cmp_001,4851,188,302.36,6,458.16
2026-04-20,cmp_002,3981,154,214.61,5,299.60
2026-04-20,cmp_003,3765,154,177.13,8,482.45
2026-04-20,cmp_004,3767,150,160.10,4,306.34
2026-04-20,cmp_005,4080,72,13.65,3,186.97
2026-04-20,cmp_006,4502,64,14.29,3,256.47
2026-04-20,cmp_007,3657,65,12.78,3,240.79
2026-04-20,cmp_008,2969,72,15.46,3,240.91
2026-04-21,cmp_001,4578,171,218.26,6,521.08
2026-04-21,cmp_002,3133,87,126.68,3,201.93
2026-04-21,cmp_003,5375,158,161.51,7,657.24
2026-04-21,cmp_004,5306,184,178.27,9,552.41
2026-04-21,cmp_005,5028,54,9.60,2,123.32
2026-04-21,cmp_006,4262,99,20.68,2,151.10
2026-04-21,cmp_007,3769,59,12.94,2,177.34
2026-04-21,cmp_008,3533,71,15.93,3,193.28
2026-04-22,cmp_001,4257,203,280.61,10,925.62
2026-04-22,cmp_002,3754,108,135.12,4,379.05
2026-04-22,cmp_003,4207,171,184.96,7,562.73
2026-04-22,cmp_004,6066,219,245.16,11,960.56
2026-04-22,cmp_005,5200,112,23.57,4,319.49
2026-04-22,cmp_006,4786,112,26.02,4,339.69
2026-04-22,cmp_007,4433,67,11.83,2,160.48
2026-04-22,cmp_008,4487,51,10.89,1,86.63
2026-04-23,cmp_001,4508,201,349.31,8,751.33
2026-04-23,cmp_002,4559,174,270.54,8,580.16
2026-04-23,cmp_003,4089,135,152.93,5,309.13
2026-04-23,cmp_004,4428,189,203.79,7,637.50
2026-04-23,cmp_005,4814,78,16.67,4,379.60
2026-04-23,cmp_006,4519,90,16.79,3,278.12
2026-04-23,cmp_007,4788,87,17.55,2,182.85
2026-04-23,cmp_008,3836,74,16.34,2,157.13
2026-04-24,cmp_001,4112,138,201.81,7,500.77
2026-04-24,cmp_002,3994,121,177.81,5,330.13
2026-04-24,cmp_003,4422,173,202.43,5,404.90
2026-04-24,cmp_004,4110,148,153.96,6,441.63
2026-04-24,cmp_005,4604,58,10.70,3,232.36
2026-04-24,cmp_006,4313,105,20.34,3,226.30
2026-04-24,cmp_007,4414,99,18.29,3,180.36
2026-04-24,cmp_008,4380,59,11.51,2,164.30
2026-04-25,cmp_001,5266,196,256.81,7,486.94
2026-04-25,cmp_002,3883,139,219.63,3,197.69
2026-04-25,cmp_003,3726,124,133.78,6,539.49
2026-04-25,cmp_004,5600,156,147.37,6,458.88
2026-04-25,cmp_005,5224,134,25.00,4,372.78
2026-04-25,cmp_006,3302,60,11.55,1,64.05
2026-04-25,cmp_007,4578,97,20.79,3,264.15
2026-04-25,cmp_008,5203,86,14.83,2,126.37
2026-04-26,cmp_001,3905,128,208.65,3,259.00
2026-04-26,cmp_002,4301,156,239.20,5,397.13
2026-04-26,cmp_003,4612,163,206.90,6,426.91
2026-04-26,cmp_004,4211,120,127.97,5,380.37
2026-04-26,cmp_005,4703,64,11.78,1,73.81
2026-04-26,cmp_006,3936,97,18.00,2,179.94
2026-04-26,cmp_007,4053,91,19.27,3,266.74
2026-04-26,cmp_008,5571,108,20.52,3,244.51
2026-04-27,cmp_001,4255,169,242.46,4,336.93
2026-04-27,cmp_002,5675,205,317.75,6,430.13
2026-04-27,cmp_003,4195,168,178.76,8,478.72
2026-04-27,cmp_004,2848,100,125.91,3,173.66
2026-04-27,cmp_005,4729,71,14.52,2,146.92
2026-04-27,cmp_006,4411,27,5.55,1,77.65
2026-04-27,cmp_007,4067,50,11.15,1,92.41
2026-04-27,cmp_008,4400,85,16.89,4,237.95
2026-04-28,cmp_001,3526,116,187.99,3,209.01
2026-04-28,cmp_002,5155,201,283.43,5,345.98
2026-04-28,cmp_003,6067,198,240.05,6,569.80
2026-04-28,cmp_004,5671,200,213.35,5,361.01
2026-04-28,cmp_005,4713,73,14.66,3,248.22
2026-04-28,cmp_006,5642,33,6.83,1,55.11
2026-04-28,cmp_007,4453,93,19.29,3,201.27
2026-04-28,cmp_008,4654,69,15.70,2,134.38
2026-04-29,cmp_001,4484,191,285.50,4,321.49
2026-04-29,cmp_002,6052,232,317.27,11,632.30
2026-04-29,cmp_003,4834,183,207.50,5,370.26
2026-04-29,cmp_004,5612,171,200.40,8,637.87
2026-04-29,cmp_005,4273,96,20.26,4,277.33
2026-04-29,cmp_006,4136,97,19.83,3,205.46
2026-04-29,cmp_007,5174,121,24.87,4,242.64
2026-04-29,cmp_008,4175,106,22.58,4,349.64
2026-04-30,cmp_001,4482,118,158.82,5,379.59
2026-04-30,cmp_002,5060,188,267.60,7,474.30
2026-04-30,cmp_003,4455,146,150.81,4,267.53
2026-04-30,cmp_004,5175,168,189.44,6,355.68
2026-04-30,cmp_005,4608,58,11.35,1,77.80
2026-04-30,cmp_006,4935,88,18.26,4,372.68
2026-04-30,cmp_007,4307,86,16.61,3,256.65
2026-04-30,cmp_008,4245,54,10.40,2,139.28
2026-05-01,cmp_001,5498,167,262.88,5,339.05
2026-05-01,cmp_002,4844,126,175.22,3,270.06
2026-05-01,cmp_003,4878,158,171.44,5,351.34
2026-05-01,cmp_004,3755,124,133.32,3,250.41
2026-05-01,cmp_005,4588,116,19.91,3,272.57
2026-05-01,cmp_006,3907,90,18.27,4,263.82
2026-05-01,cmp_007,4149,85,15.87,2,172.24
2026-05-01,cmp_008,5496,138,29.13,6,403.99
2026-05-02,cmp_001,4490,211,286.06,7,646.57
2026-05-02,cmp_002,4500,176,249.93,5,416.77
2026-05-02,cmp_003,3347,132,123.82,4,348.42
2026-05-02,cmp_004,4589,123,137.94,5,365.89
2026-05-02,cmp_005,4555,110,21.89,4,259.14
2026-05-02,cmp_006,5050,96,16.52,4,296.69
2026-05-02,cmp_007,4378,69,15.32,3,218.94
2026-05-02,cmp_008,4856,110,23.58,5,318.99
2026-05-03,cmp_001,4644,148,223.45,6,495.83
2026-05-03,cmp_002,5522,215,261.15,7,527.20
2026-05-03,cmp_003,5342,111,116.20,4,361.76
2026-05-03,cmp_004,5497,180,184.52,8,444.66
2026-05-03,cmp_005,3306,50,8.45,2,168.24
2026-05-03,cmp_006,3040,46,9.98,1,79.70
2026-05-03,cmp_007,4140,57,10.67,1,80.27
2026-05-03,cmp_008,4746,97,19.90,4,374.37
2026-05-04,cmp_001,4004,133,187.10,7,566.72
2026-05-04,cmp_002,4459,111,161.70,3,224.41
2026-05-04,cmp_003,4762,146,137.76,4,337.94
2026-05-04,cmp_004,5043,197,236.76,5,312.63
2026-05-04,cmp_005,3872,45,9.44,1,68.24
2026-05-04,cmp_006,4885,69,13.80,3,252.96
2026-05-04,cmp_007,3091,34,7.45,1,87.01
2026-05-04,cmp_008,4330,81,14.70,3,198.43
2026-05-05,cmp_001,5319,186,262.75,10,752.06
2026-05-05,cmp_002,5305,208,330.87,11,632.64
2026-05-05,cmp_003,4672,176,217.22,5,425.10
2026-05-05,cmp_004,3792,145,155.67,5,388.95
2026-05-05,cmp_005,4325,87,16.16,3,200.20
2026-05-05,cmp_006,5265,62,11.69,2,152.72
2026-05-05,cmp_007,4279,87,16.95,3,176.06
2026-05-05,cmp_008,4099,89,17.39,4,243.59
2026-05-06,cmp_001,3365,123,177.62,5,278.63
2026-05-06,cmp_002,4750,185,277.81,8,505.30
2026-05-06,cmp_003,3484,120,118.59,4,220.22
2026-05-06,cmp_004,4395,141,179.59,4,369.58
2026-05-06,cmp_005,4545,76,16.93,3,212.02
2026-05-06,cmp_006,5243,92,19.49,4,299.84
2026-05-06,cmp_007,4814,63,11.03,2,131.65
2026-05-06,cmp_008,3711,72,13.34,3,224.74
2026-05-07,cmp_001,4930,175,245.59,9,682.05
2026-05-07,cmp_002,6514,249,413.75,9,617.00
2026-05-07,cmp_003,4277,149,174.81,5,365.96
2026-05-07,cmp_004,4118,145,150.27,5,362.28
2026-05-07,cmp_005,4078,58,10.08,2,116.73
2026-05-07,cmp_006,5316,134,28.23,4,344.50
2026-05-07,cmp_007,4101,70,12.93,1,85.28
2026-05-07,cmp_008,5042,69,16.33,2,150.02
2026-05-08,cmp_001,4183,148,209.95,6,404.10
2026-05-08,cmp_002,4751,180,284.80,6,429.14
2026-05-08,cmp_003,3465,141,171.02,7,483.21
2026-05-08,cmp_004,2971,86,94.70,4,335.42
2026-05-08,cmp_005,4589,74,15.48,1,80.13
2026-05-08,cmp_006,5794,70,13.47,2,187.10
2026-05-08,cmp_007,5045,79,16.50,3,275.45
2026-05-08,cmp_008,4186,86,16.45,4,289.59
2026-05-09,cmp_001,4392,174,250.87,9,806.55
2026-05-09,cmp_002,3185,136,186.52,5,367.49
2026-05-09,cmp_003,3746,108,116.77,4,234.84
2026-05-09,cmp_004,4414,156,154.94,7,616.40
2026-05-09,cmp_005,5326,60,11.53,2,139.27
2026-05-09,cmp_006,4668,122,20.64,5,365.42
2026-05-09,cmp_007,4840,34,6.63,1,66.93
2026-05-09,cmp_008,5639,101,20.76,5,440.95
2026-05-10,cmp_001,4249,174,301.64,7,421.80
2026-05-10,cmp_002,4449,138,203.20,4,358.18
2026-05-10,cmp_003,4725,132,163.73,3,275.04
2026-05-10,cmp_004,3279,143,167.46,5,305.34
2026-05-10,cmp_005,5498,83,14.82,3,253.74
2026-05-10,cmp_006,5138,81,15.79,4,307.36
2026-05-10,cmp_007,3211,57,10.56,2,121.58
2026-05-10,cmp_008,5162,58,10.35,2,127.32
2026-05-11,cmp_001,3637,150,187.93,4,294.77
2026-05-11,cmp_002,3889,148,216.51,8,694.14
2026-05-11,cmp_003,5963,189,203.71,7,507.17
2026-05-11,cmp_004,5454,201,226.02,10,622.73
2026-05-11,cmp_005,5244,97,18.80,3,261.15
2026-05-11,cmp_006,4621,46,9.43,2,134.80
2026-05-11,cmp_007,4373,89,19.10,4,252.04
2026-05-11,cmp_008,3600,80,14.51,3,197.24
2026-05-12,cmp_001,3597,110,141.00,4,263.95
2026-05-12,cmp_002,5638,214,321.80,7,600.61
2026-05-12,cmp_003,5544,201,218.27,5,459.37
2026-05-12,cmp_004,3873,144,173.22,7,657.13
2026-05-12,cmp_005,3206,80,14.67,2,157.06
2026-05-12,cmp_006,3749,91,17.79,4,372.71
2026-05-12,cmp_007,4881,125,23.56,4,365.50
2026-05-12,cmp_008,5818,60,11.05,3,178.36
2026-05-13,cmp_001,5332,207,295.49,9,758.28
2026-05-13,cmp_002,4944,145,224.92,6,472.92
2026-05-13,cmp_003,4154,185,234.15,9,595.16
2026-05-13,cmp_004,4952,146,154.43,4,311.21
2026-05-13,cmp_005,5400,62,13.20,2,133.48
2026-05-13,cmp_006,5076,66,14.93,2,110.84
2026-05-13,cmp_007,5220,114,22.95,5,415.41
2026-05-13,cmp_008,5188,74,12.12,1,88.90
2026-05-14,cmp_001,5514,198,264.36,10,839.82
2026-05-14,cmp_002,4315,150,212.07,4,267.32
2026-05-14,cmp_003,3868,128,153.93,6,474.36
2026-05-14,cmp_004,5340,205,250.77,9,738.50
2026-05-14,cmp_005,4145,57,13.06,1,75.75
2026-05-14,cmp_006,4143,80,16.03,2,188.83
2026-05-14,cmp_007,3246,63,12.97,3,260.79
2026-05-14,cmp_008,4935,55,10.15,2,149.83
2026-05-15,cmp_001,4306,127,222.26,6,377.20
2026-05-15,cmp_002,4373,148,209.27,6,416.09
2026-05-15,cmp_003,5305,136,126.15,5,276.52
2026-05-15,cmp_004,4374,183,189.58,7,502.82
2026-05-15,cmp_005,5379,127,25.83,4,265.60
2026-05-15,cmp_006,4146,44,8.68,1,63.56
2026-05-15,cmp_007,4587,92,20.36,2,160.92
2026-05-15,cmp_008,3982,68,15.78,2,120.78
2026-05-16,cmp_001,4133,171,232.00,5,369.65
2026-05-16,cmp_002,4654,136,202.37,5,375.13
2026-05-16,cmp_003,3525,113,123.33,3,269.24
2026-05-16,cmp_004,4344,133,123.31,5,392.57
2026-05-16,cmp_005,3868,93,19.14,4,347.40
2026-05-16,cmp_006,5688,76,12.86,2,149.10
2026-05-16,cmp_007,4863,69,14.44,3,226.78
2026-05-16,cmp_008,5216,47,8.50,1,74.03
2026-05-17,cmp_001,3383,100,141.01,4,376.47
2026-05-17,cmp_002,4188,174,224.12,7,524.85
2026-05-17,cmp_003,3827,131,110.55,3,268.24
2026-05-17,cmp_004,5720,229,233.41,12,800.55
2026-05-17,cmp_005,4328,61,11.36,2,173.80
2026-05-17,cmp_006,6306,133,27.26,5,280.38
2026-05-17,cmp_007,4200,55,11.30,2,173.04
2026-05-17,cmp_008,3909,67,13.67,2,189.79
2026-05-18,cmp_001,3976,133,168.18,3,199.70
2026-05-18,cmp_002,4417,164,240.06,6,556.13
2026-05-18,cmp_003,4012,127,140.11,4,274.38
2026-05-18,cmp_004,4674,176,185.98,5,405.84
2026-05-18,cmp_005,4514,69,14.76,1,64.23
2026-05-18,cmp_006,5602,102,18.37,3,198.43
2026-05-18,cmp_007,4637,57,10.30,1,60.12
2026-05-18,cmp_008,4885,104,20.59,4,329.56
2026-05-19,cmp_001,5524,153,237.60,8,732.09
2026-05-19,cmp_002,5397,200,287.22,10,559.81
2026-05-19,cmp_003,4828,190,190.63,7,512.99
2026-05-19,cmp_004,3529,133,140.93,6,332.42
2026-05-19,cmp_005,3742,58,12.10,3,283.50
2026-05-19,cmp_006,4645,68,14.61,3,218.19
2026-05-19,cmp_007,4991,99,18.53,3,175.13
2026-05-19,cmp_008,4991,108,22.67,5,322.80
2026-05-20,cmp_001,4759,191,293.64,7,595.06
2026-05-20,cmp_002,4785,199,287.89,8,450.64
2026-05-20,cmp_003,5072,182,211.72,7,662.39
2026-05-20,cmp_004,4070,104,116.22,2,126.83
2026-05-20,cmp_005,5559,119,23.94,3,165.76
2026-05-20,cmp_006,4150,83,15.63,4,227.78
2026-05-20,cmp_007,3104,47,8.79,1,70.16
2026-05-20,cmp_008,4744,26,5.58,1,87.32
2026-05-21,cmp_001,3898,159,234.96,8,519.01
2026-05-21,cmp_002,6020,220,330.77,8,679.67
2026-05-21,cmp_003,5306,172,217.10,7,552.70
2026-05-21,cmp_004,5238,170,185.93,7,652.52
2026-05-21,cmp_005,4652,101,21.20,5,474.60
2026-05-21,cmp_006,4158,86,17.76,3,264.31
2026-05-21,cmp_007,3730,33,7.61,1,78.73
2026-05-21,cmp_008,3543,88,17.71,3,238.07
2026-05-22,cmp_001,3741,138,212.27,4,356.29
2026-05-22,cmp_002,2808,81,109.93,3,183.85
2026-05-22,cmp_003,4912,181,213.21,7,501.59
2026-05-22,cmp_004,3967,145,151.04,6,378.63
2026-05-22,cmp_005,5053,94,17.32,4,254.90
2026-05-22,cmp_006,5439,111,19.82,2,150.09
2026-05-22,cmp_007,4287,87,18.00,3,279.33
2026-05-22,cmp_008,5383,72,13.82,2,111.36
2026-05-23,cmp_001,4165,119,165.59,6,448.16
2026-05-23,cmp_002,5742,182,233.60,7,402.07
2026-05-23,cmp_003,4090,112,132.63,4,318.54
2026-05-23,cmp_004,4723,167,198.40,5,315.65
2026-05-23,cmp_005,4896,96,20.17,4,334.58
2026-05-23,cmp_006,4168,65,13.27,2,133.11
2026-05-23,cmp_007,4359,39,7.52,1,87.20
2026-05-23,cmp_008,5149,55,12.11,2,148.87
2026-05-24,cmp_001,4388,138,181.15,7,425.08
2026-05-24,cmp_002,3941,144,230.34,5,344.19
2026-05-24,cmp_003,5403,177,199.19,5,340.49
2026-05-24,cmp_004,3430,135,140.65,4,352.05
2026-05-24,cmp_005,4305,77,16.10,3,230.70
2026-05-24,cmp_006,5328,86,18.36,3,273.36
2026-05-24,cmp_007,5472,84,16.16,4,355.40
2026-05-24,cmp_008,3232,71,13.59,3,281.73
2026-05-25,cmp_001,4878,195,306.03,7,639.85
2026-05-25,cmp_002,4374,133,201.30,5,277.19
2026-05-25,cmp_003,4326,187,201.24,8,673.33
2026-05-25,cmp_004,4041,122,130.81,3,260.84
2026-05-25,cmp_005,4374,99,19.54,5,278.92
2026-05-25,cmp_006,4925,69,15.80,2,122.72
2026-05-25,cmp_007,5514,88,17.79,3,184.83
2026-05-25,cmp_008,4364,92,17.95,4,310.04
2026-05-26,cmp_001,4744,173,236.56,7,536.81
2026-05-26,cmp_002,5179,132,185.24,6,355.40
2026-05-26,cmp_003,4685,179,202.76,9,665.59
2026-05-26,cmp_004,4123,158,166.65,8,551.09
2026-05-26,cmp_005,5116,93,19.58,2,118.34
2026-05-26,cmp_006,2454,32,6.30,1,83.39
2026-05-26,cmp_007,3557,47,8.99,2,140.95
2026-05-26,cmp_008,5193,116,21.78,3,174.05
2026-05-27,cmp_001,4558,172,243.67,5,470.64
2026-05-27,cmp_002,4695,218,344.03,5,334.03
2026-05-27,cmp_003,4660,188,199.66,9,542.89
2026-05-27,cmp_004,4451,171,195.16,5,275.43
2026-05-27,cmp_005,3962,79,14.45,3,283.60
2026-05-27,cmp_006,5633,98,20.94,5,407.16
2026-05-27,cmp_007,5660,48,10.67,1,76.17
2026-05-27,cmp_008,4406,68,12.76,2,171.41
2026-05-28,cmp_001,4561,165,231.38,7,441.34
2026-05-28,cmp_002,5296,194,280.62,5,386.99
2026-05-28,cmp_003,4754,146,146.82,7,389.48
2026-05-28,cmp_004,4404,156,170.02,4,362.05
2026-05-28,cmp_005,3647,63,11.00,1,57.15
2026-05-28,cmp_006,5187,71,15.50,3,208.00
2026-05-28,cmp_007,4102,73,16.38,2,119.03
2026-05-28,cmp_008,4265,50,9.08,1,79.91
2026-05-29,cmp_001,4349,122,193.89,6,533.23
2026-05-29,cmp_002,3838,160,243.96,6,547.83
2026-05-29,cmp_003,4467,158,192.20,5,392.61
2026-05-29,cmp_004,3564,120,114.02,4,315.80
2026-05-29,cmp_005,4245,51,9.83,2,156.62
2026-05-29,cmp_006,4254,104,20.83,4,232.82
2026-05-29,cmp_007,5763,121,25.73,5,348.35
2026-05-29,cmp_008,3854,53,9.12,1,77.50
2026-05-30,cmp_001,4965,178,240.40,7,570.76
2026-05-30,cmp_002,4206,166,255.22,5,297.87
2026-05-30,cmp_003,5432,166,187.34,5,422.88
2026-05-30,cmp_004,3892,147,144.58,7,437.50
2026-05-30,cmp_005,3878,69,12.68,2,133.14
2026-05-30,cmp_006,4336,104,21.54,3,217.56
2026-05-30,cmp_007,3431,47,9.39,1,82.78
2026-05-30,cmp_008,4067,58,12.17,1,83.55
2026-05-31,cmp_001,3192,129,191.28,3,229.17
2026-05-31,cmp_002,5615,193,298.86,5,404.94
2026-05-31,cmp_003,5715,161,196.22,6,449.88
2026-05-31,cmp_004,5152,139,159.06,6,486.49
2026-05-31,cmp_005,4991,108,17.00,3,185.90
2026-05-31,cmp_006,2906,28,5.58,1,88.94
2026-05-31,cmp_007,3129,56,12.09,1,89.77
2026-05-31,cmp_008,5542,154,32.94,4,360.96
2026-06-01,cmp_001,4108,165,328.95,6,462.41
2026-06-01,cmp_002,4544,163,302.85,6,334.72
2026-06-01,cmp_003,4167,146,168.92,6,357.49
2026-06-01,cmp_004,3759,124,125.53,6,542.36
2026-06-01,cmp_005,6023,96,20.46,3,204.72
2026-06-01,cmp_006,4472,126,27.44,5,443.76
2026-06-01,cmp_007,4343,103,21.31,4,292.07
2026-06-01,cmp_008,4868,67,15.01,3,182.46
2026-06-02,cmp_001,4676,115,257.89,5,333.07
2026-06-02,cmp_002,4760,218,437.52,7,449.89
2026-06-02,cmp_003,4334,129,153.39,6,342.99
2026-06-02,cmp_004,5954,282,346.46,8,561.47
2026-06-02,cmp_005,4918,98,17.61,2,187.56
2026-06-02,cmp_006,3592,46,8.76,2,142.95
2026-06-02,cmp_007,5012,66,13.57,2,168.03
2026-06-02,cmp_008,4744,58,11.44,2,123.02
2026-06-03,cmp_001,3941,130,261.68,6,421.01
2026-06-03,cmp_002,3829,124,244.97,5,441.05
2026-06-03,cmp_003,5171,191,192.31,6,381.64
2026-06-03,cmp_004,5700,226,230.43,11,1011.62
2026-06-03,cmp_005,5550,90,19.56,4,318.49
2026-06-03,cmp_006,4482,99,19.72,3,257.88
2026-06-03,cmp_007,4949,101,19.38,3,192.86
2026-06-03,cmp_008,4477,111,20.43,4,332.43
2026-06-04,cmp_001,4224,143,283.08,5,351.02
2026-06-04,cmp_002,4647,193,362.96,7,464.65
2026-06-04,cmp_003,5598,208,204.13,6,485.07
2026-06-04,cmp_004,4210,101,96.23,5,296.25
2026-06-04,cmp_005,4803,63,12.31,1,76.61
2026-06-04,cmp_006,4955,128,26.21,5,281.28
2026-06-04,cmp_007,4213,72,12.23,3,202.10
2026-06-04,cmp_008,4332,52,9.99,2,148.38
2026-06-05,cmp_001,5342,180,420.22,7,422.73
2026-06-05,cmp_002,3923,130,288.45,5,420.79
2026-06-05,cmp_003,6125,268,295.11,10,609.75
2026-06-05,cmp_004,4500,143,141.13,4,263.60
2026-06-05,cmp_005,4988,70,15.21,2,148.60
