customer_id,signup_date,country,city,age_group,device_type,acquisition_channel,customer_segment
cus_0000354,2025-11-24,India,Bengaluru,18-24,Desktop,Meta Ads,Occasional
cus_0000355,2025-11-14,Germany,Hamburg,25-34,iOS,Organic Search,Loyal
cus_0000356,2025-06-30,Singapore,Singapore,55+,Android,Organic Search,Occasional
cus_0000357,2025-04-22,India,Bengaluru,55+,Android,Email,Loyal
cus_0000358,2025-07-17,Singapore,Singapore,25-34,Desktop,Organic Search,Loyal
cus_0000359,2025-10-02,United States,Austin,18-24,iOS,Email,New
cus_0000360,2025-07-08,India,Hyderabad,55+,Desktop,Google Ads,Loyal
cus_0000361,2025-04-18,United States,New York,25-34,Android,Referral,High Value
cus_0000362,2026-01-07,India,Delhi,35-44,Desktop,Direct,New
cus_0000363,2025-04-14,India,Hyderabad,35-44,Android,Google Ads,New
cus_0000364,2025-11-24,United Kingdom,Bristol,25-34,Android,Direct,Occasional
cus_0000365,2025-12-30,India,Delhi,25-34,Desktop,Google Ads,Occasional
cus_0000366,2025-07-21,Singapore,Singapore,25-34,Android,Organic Search,New
cus_0000367,2025-12-25,India,Bengaluru,45-54,Android,Organic Search,New
cus_0000368,2025-11-19,India,Hyderabad,45-54,iOS,Organic Search,Loyal
cus_0000369,2025-08-04,India,Hyderabad,45-54,iOS,Meta Ads,Loyal
cus_0000370,2025-06-11,United States,San Francisco,55+,iOS,Email,Occasional
cus_0000371,2026-01-21,India,Bengaluru,25-34,Android,Email,New
cus_0000372,2025-09-18,United Kingdom,Manchester,35-44,Android,Organic Search,New
cus_0000373,2025-04-20,United States,Austin,55+,Android,Google Ads,Occasional
cus_0000374,2025-04-14,United Kingdom,London,35-44,Android,Meta Ads,High Value
cus_0000375,2025-09-17,United States,New York,25-34,Android,Meta Ads,New
cus_0000376,2025-12-16,United States,Chicago,18-24,Android,Organic Search,Loyal
cus_0000377,2025-04-26,Singapore,Singapore,35-44,Desktop,Email,New
cus_0000378,2025-09-11,India,Bengaluru,45-54,Android,Referral,High Value
cus_0000379,2025-05-09,India,Bengaluru,35-44,Desktop,Google Ads,Loyal
cus_0000380,2025-11-20,India,Bengaluru,45-54,iOS,Direct,Occasional
cus_0000381,2025-11-09,United States,Austin,45-54,Desktop,Google Ads,New
cus_0000382,2025-07-24,Singapore,Singapore,18-24,Android,Organic Search,New
cus_0000383,2026-02-01,United States,New York,25-34,Android,Google Ads,Loyal
cus_0000384,2025-07-15,India,Mumbai,25-34,Desktop,Organic Search,High Value
cus_0000385,2025-06-11,United Kingdom,Bristol,45-54,Android,Meta Ads,High Value
cus_0000386,2025-10-17,United States,New York,35-44,Android,Organic Search,Occasional
cus_0000387,2025-05-13,Germany,Hamburg,25-34,iOS,Organic Search,Loyal
cus_0000388,2025-04-20,India,Bengaluru,25-34,iOS,Email,Loyal
cus_0000389,2026-01-11,Singapore,Singapore,35-44,Desktop,Referral,New
cus_0000390,2025-08-26,United Kingdom,London,35-44,Android,Google Ads,New
cus_0000391,2025-11-14,Singapore,Singapore,45-54,Desktop,Meta Ads,Occasional
cus_0000392,2025-06-11,United States,Austin,18-24,Android,Direct,New
cus_0000393,2025-07-19,United States,Chicago,35-44,iOS,Meta Ads,Loyal
cus_0000394,2025-11-18,Germany,Hamburg,55+,Desktop,Google Ads,Loyal
cus_0000395,2025-05-02,India,Bengaluru,25-34,iOS,Google Ads,High Value
cus_0000396,2025-07-18,India,Bengaluru,45-54,Android,Direct,New
cus_0000397,2025-10-21,United States,New York,55+,Android,Direct,Occasional
cus_0000398,2025-10-20,Germany,Hamburg,25-34,Desktop,Google Ads,Loyal
cus_0000399,2025-05-14,Singapore,Singapore,25-34,Android,Referral,Occasional
cus_0000400,2025-12-10,India,Bengaluru,18-24,Desktop,Google Ads,High Value
cus_0000401,2025-10-04,United States,San Francisco,45-54,iOS,Email,New
cus_0000402,2026-01-02,United States,New York,18-24,iOS,Organic Search,Occasional
cus_0000403,2025-11-20,Germany,Hamburg,55+,Android,Direct,Occasional
cus_0000404,2025-05-23,Germany,Hamburg,25-34,Android,Organic Search,Occasional
cus_0000405,2025-07-30,United States,Austin,25-34,Android,Email,New
cus_0000406,2026-01-03,India,Delhi,45-54,Android,Direct,New
cus_0000407,2025-09-17,India,Delhi,35-44,Android,Organic Search,New
cus_0000408,2025-12-30,Singapore,Singapore,55+,iOS,Google Ads,Loyal
cus_0000409,2025-07-25,United States,San Francisco,25-34,Android,Email,Loyal
cus_0000410,2025-08-01,India,Bengaluru,55+,Android,Organic Search,Occasional
cus_0000411,2025-06-29,United Kingdom,Bristol,25-34,iOS,Direct,New
cus_0000412,2025-09-14,United States,New York,35-44,Android,Google Ads,Loyal
cus_0000413,2025-07-07,United Kingdom,London,25-34,Android,Direct,Occasional
cus_0000414,2025-10-12,United States,San Francisco,18-24,Android,Referral,Loyal
cus_0000415,2025-07-19,United States,Austin,25-34,iOS,Organic Search,New
cus_0000416,2025-10-27,India,Delhi,45-54,Android,Referral,Loyal
cus_0000417,2025-11-03,United States,Chicago,18-24,Android,Direct,New
cus_0000418,2025-09-22,India,Bengaluru,25-34,iOS,Organic Search,Loyal
cus_0000419,2025-12-15,United States,Chicago,25-34,iOS,Organic Search,Loyal
cus_0000420,2025-07-09,United States,New York,35-44,iOS,Google Ads,Loyal
cus_0000421,2025-05-22,India,Delhi,18-24,Android,Referral,New
cus_0000422,2026-01-10,India,Delhi,35-44,iOS,Meta Ads,Occasional
cus_0000423,2025-10-09,United States,San Francisco,35-44,Android,Google Ads,Occasional
cus_0000424,2025-08-14,India,Bengaluru,25-34,Android,Google Ads,Occasional
cus_0000425,2025-09-08,United States,Chicago,18-24,Desktop,Google Ads,Occasional
cus_0000426,2025-04-24,India,Bengaluru,45-54,Android,Meta Ads,Loyal
cus_0000427,2025-12-02,United Kingdom,London,35-44,Desktop,Meta Ads,Occasional
cus_0000428,2025-10-07,United Kingdom,London,55+,iOS,Direct,Loyal
cus_0000429,2025-11-07,United States,Chicago,45-54,Android,Direct,New
cus_0000430,2026-01-26,United States,New York,55+,Android,Direct,Occasional
cus_0000431,2025-11-21,Singapore,Singapore,35-44,iOS,Direct,Occasional
cus_0000432,2025-06-15,United States,New York,35-44,iOS,Google Ads,New
cus_0000433,2026-01-19,India,Mumbai,18-24,Android,Organic Search,New
cus_0000434,2025-12-06,India,Mumbai,45-54,Android,Email,High Value
cus_0000435,2025-05-26,India,Delhi,55+,Desktop,Direct,New
cus_0000436,2025-11-19,Germany,Hamburg,18-24,iOS,Direct,Occasional
cus_0000437,2025-05-22,United States,Chicago,25-34,Android,Google Ads,Occasional
cus_0000438,2025-07-26,India,Mumbai,25-34,iOS,Direct,New
cus_0000439,2025-09-11,Singapore,Singapore,25-34,Desktop,Organic Search,New
cus_0000440,2025-09-14,India,Delhi,25-34,Android,Email,Occasional
cus_0000441,2026-01-14,United Kingdom,Bristol,25-34,Android,Meta Ads,Occasional
cus_0000442,2026-01-16,Germany,Hamburg,18-24,Android,Meta Ads,New
cus_0000443,2025-06-19,India,Mumbai,55+,Android,Google Ads,High Value
cus_0000444,2025-06-11,India,Mumbai,35-44,Desktop,Direct,Occasional
cus_0000445,2025-10-22,Germany,Berlin,35-44,Android,Google Ads,Occasional
cus_0000446,2026-01-05,United States,New York,25-34,Android,Organic Search,Loyal
cus_0000447,2025-05-17,India,Hyderabad,25-34,iOS,Referral,Occasional
cus_0000448,2025-07-07,United Kingdom,London,25-34,Android,Email,Occasional
cus_0000449,2025-10-13,United States,Chicago,45-54,Android,Organic Search,Occasional
cus_0000450,2025-11-13,United Kingdom,London,35-44,Desktop,Meta Ads,Loyal
cus_0000451,2025-12-08,India,Delhi,45-54,Android,Direct,New
cus_0000452,2025-07-26,Germany,Munich,25-34,Android,Email,Loyal
cus_0000453,2025-10-14,United States,New York,25-34,Desktop,Organic Search,Occasional
cus_0000454,2025-10-17,India,Bengaluru,45-54,iOS,Direct,Occasional
cus_0000455,2026-01-12,India,Mumbai,45-54,iOS,Google Ads,High Value
cus_0000456,2025-05-04,United Kingdom,Manchester,25-34,Desktop,Email,Loyal
cus_0000457,2025-12-31,India,Hyderabad,55+,Android,Google Ads,Loyal
cus_0000458,2025-04-10,Singapore,Singapore,25-34,Android,Referral,Occasional
cus_0000459,2025-06-05,India,Bengaluru,35-44,Android,Email,New
cus_0000460,2025-08-14,United States,Chicago,25-34,Desktop,Direct,New
cus_0000461,2025-11-06,India,Delhi,25-34,Android,Direct,Occasional
cus_0000462,2025-12-27,India,Delhi,18-24,Desktop,Google Ads,New
cus_0000463,2025-07-07,India,Bengaluru,55+,Android,Meta Ads,New
cus_0000464,2026-01-04,United Kingdom,Manchester,25-34,Android,Google Ads,Occasional
cus_0000465,2025-08-08,India,Mumbai,25-34,iOS,Direct,Loyal
cus_0000466,2025-05-08,United Kingdom,Manchester,35-44,Android,Email,New
cus_0000467,2025-10-22,Germany,Hamburg,35-44,iOS,Organic Search,New
cus_0000468,2025-08-05,India,Delhi,55+,Desktop,Google Ads,Occasional
cus_0000469,2025-08-28,India,Bengaluru,45-54,Android,Meta Ads,Occasional
cus_0000470,2025-10-09,United States,Austin,55+,Android,Organic Search,New
cus_0000471,2025-08-30,United States,New York,18-24,Desktop,Google Ads,Occasional
cus_0000472,2025-07-04,Singapore,Singapore,35-44,Android,Google Ads,Loyal
cus_0000473,2025-09-08,India,Delhi,45-54,Desktop,Google Ads,High Value
cus_0000474,2025-09-13,United States,San Francisco,18-24,Android,Direct,Occasional
cus_0000475,2025-04-09,Singapore,Singapore,35-44,Android,Direct,Occasional
cus_0000476,2025-06-04,Singapore,Singapore,35-44,Desktop,Google Ads,High Value
cus_0000477,2025-06-14,United States,Austin,45-54,Desktop,Meta Ads,Occasional
cus_0000478,2025-04-15,United Kingdom,London,35-44,Android,Direct,Occasional
cus_0000479,2026-01-03,United States,Austin,25-34,Android,Email,New
cus_0000480,2026-01-15,United States,Austin,45-54,Android,Organic Search,Loyal
cus_0000481,2026-01-26,India,Delhi,25-34,Android,Organic Search,New
cus_0000482,2025-04-23,United States,Austin,25-34,Android,Meta Ads,Occasional
cus_0000483,2025-04-12,Germany,Berlin,18-24,Android,Organic Search,Occasional
cus_0000484,2025-07-11,India,Hyderabad,25-34,Android,Organic Search,High Value
cus_0000485,2025-09-27,Singapore,Singapore,25-34,Desktop,Google Ads,Loyal
cus_0000486,2025-09-04,India,Mumbai,25-34,iOS,Email,Occasional
cus_0000487,2025-07-02,India,Hyderabad,35-44,Android,Meta Ads,New
cus_0000488,2026-01-27,India,Delhi,25-34,Desktop,Direct,Occasional
cus_0000489,2025-12-10,India,Delhi,45-54,Android,Google Ads,New
cus_0000490,2025-12-29,India,Hyderabad,35-44,Android,Google Ads,Occasional
cus_0000491,2025-09-06,India,Hyderabad,35-44,Desktop,Organic Search,High Value
cus_0000492,2025-11-03,Singapore,Singapore,45-54,iOS,Organic Search,Loyal
cus_0000493,2025-11-01,India,Hyderabad,25-34,Android,Meta Ads,Loyal
cus_0000494,2025-05-29,United Kingdom,London,55+,iOS,Meta Ads,Occasional
cus_0000495,2026-01-27,United States,Chicago,25-34,Desktop,Meta Ads,New
cus_0000496,2026-01-09,Germany,Munich,45-54,Android,Meta Ads,High Value
cus_0000497,2025-08-12,United States,New York,18-24,iOS,Google Ads,Occasional
cus_0000498,2025-05-03,Germany,Hamburg,25-34,iOS,Referral,High Value
cus_0000499,2025-08-04,United States,Chicago,25-34,Desktop,Direct,Occasional
cus_0000500,2025-05-22,India,Bengaluru,35-44,iOS,Meta Ads,Occasional
cus_0000501,2025-07-18,India,Bengaluru,55+,Android,Organic Search,Occasional
cus_0000502,2025-09-21,India,Bengaluru,25-34,Desktop,Organic Search,Loyal
cus_0000503,2025-10-03,India,Mumbai,45-54,iOS,Google Ads,Occasional
cus_0000504,2025-09-15,United States,New York,35-44,Android,Organic Search,Occasional
cus_0000505,2025-08-17,United States,New York,25-34,Android,Meta Ads,New
cus_0000506,2025-04-28,United States,New York,45-54,Android,Google Ads,Occasional
cus_0000507,2025-08-26,United States,San Francisco,25-34,iOS,Email,New
cus_0000508,2026-01-29,India,Mumbai,25-34,Desktop,Referral,Loyal
cus_0000509,2025-07-09,Germany,Berlin,35-44,iOS,Organic Search,Loyal
cus_0000510,2025-06-28,United States,Austin,25-34,iOS,Meta Ads,Occasional
cus_0000511,2025-06-17,Germany,Hamburg,35-44,Android,Meta Ads,Loyal
cus_0000512,2025-10-09,United States,Chicago,25-34,iOS,Organic Search,Occasional
cus_0000513,2025-08-13,Germany,Munich,18-24,Android,Organic Search,Occasional
cus_0000514,2025-12-18,United States,San Francisco,25-34,Android,Email,New
cus_0000515,2025-05-06,India,Mumbai,18-24,Desktop,Meta Ads,Loyal
cus_0000516,2025-05-02,India,Bengaluru,18-24,Android,Direct,Occasional
cus_0000517,2025-10-01,United Kingdom,Manchester,55+,iOS,Meta Ads,New
cus_0000518,2026-01-12,Singapore,Singapore,55+,Android,Meta Ads,New
cus_0000519,2026-01-18,India,Hyderabad,55+,iOS,Meta Ads,Occasional
cus_0000520,2025-08-29,India,Hyderabad,18-24,Android,Google Ads,New
cus_0000521,2025-04-13,United Kingdom,Manchester,45-54,Desktop,Meta Ads,Loyal
cus_0000522,2025-09-27,United States,New York,18-24,iOS,Google Ads,Occasional
cus_0000523,2025-08-11,India,Hyderabad,25-34,Desktop,Meta Ads,Loyal
cus_0000524,2026-01-05,Germany,Munich,25-34,Desktop,Direct,Occasional
cus_0000525,2025-10-08,India,Delhi,45-54,iOS,Google Ads,Occasional
cus_0000526,2026-01-10,United Kingdom,Bristol,25-34,Android,Direct,New
cus_0000527,2025-06-07,India,Bengaluru,25-34,Android,Organic Search,High Value
cus_0000528,2026-01-17,United States,Chicago,25-34,Android,Google Ads,New
cus_0000529,2025-08-08,India,Delhi,45-54,Android,Organic Search,New
cus_0000530,2025-10-18,United Kingdom,Manchester,35-44,iOS,Organic Search,Occasional
cus_0000531,2025-10-12,United States,New York,25-34,Android,Organic Search,New
cus_0000532,2025-07-27,United States,Austin,25-34,iOS,Email,Occasional
cus_0000533,2025-12-26,United States,San Francisco,35-44,Android,Referral,Occasional
cus_0000534,2025-08-22,United Kingdom,Manchester,55+,Desktop,Google Ads,New
cus_0000535,2025-12-04,Germany,Berlin,25-34,iOS,Meta Ads,Occasional
cus_0000536,2025-07-10,India,Hyderabad,55+,Desktop,Meta Ads,New
cus_0000537,2025-04-29,United States,New York,35-44,Desktop,Organic Search,Loyal
cus_0000538,2025-12-03,United States,San Francisco,25-34,Android,Referral,Loyal
cus_0000539,2025-09-19,United Kingdom,Manchester,35-44,Android,Referral,Occasional
cus_0000540,2025-09-16,India,Bengaluru,45-54,Android,Direct,Occasional
cus_0000541,2025-10-17,India,Delhi,18-24,iOS,Google Ads,New
cus_0000542,2025-05-18,India,Hyderabad,18-24,iOS,Google Ads,Occasional
cus_0000543,2025-05-25,Germany,Munich,25-34,Desktop,Direct,New
cus_0000544,2025-06-23,United Kingdom,Manchester,18-24,Android,Organic Search,High Value
cus_0000545,2025-10-23,United States,New York,18-24,Android,Organic Search,Loyal
cus_0000546,2026-01-13,India,Bengaluru,25-34,Android,Organic Search,New
cus_0000547,2025-08-09,India,Bengaluru,55+,Android,Meta Ads,Loyal
cus_0000548,2025-08-08,India,Bengaluru,18-24,iOS,Meta Ads,Occasional
cus_0000549,2026-01-14,India,Delhi,55+,Desktop,Meta Ads,Loyal
cus_0000550,2025-05-04,United Kingdom,Manchester,55+,iOS,Email,New
cus_0000551,2025-07-08,Singapore,Singapore,55+,Desktop,Referral,Loyal
cus_0000552,2025-06-15,Germany,Munich,25-34,Android,Google Ads,Occasional
cus_0000553,2025-10-14,United Kingdom,London,25-34,iOS,Direct,High Value
cus_0000554,2025-07-27,Germany,Berlin,25-34,Android,Direct,Occasional
cus_0000555,2025-09-24,India,Delhi,25-34,Desktop,Organic Search,Occasional
cus_0000556,2025-09-30,Germany,Hamburg,55+,Android,Meta Ads,Loyal
cus_0000557,2025-10-04,India,Hyderabad,55+,Desktop,Meta Ads,New
cus_0000558,2025-08-27,United States,New York,25-34,iOS,Google Ads,Occasional
cus_0000559,2025-07-04,United States,New York,18-24,Desktop,Direct,Occasional
cus_0000560,2025-11-12,Germany,Munich,55+,iOS,Google Ads,Occasional
cus_0000561,2026-01-17,United States,New York,35-44,Android,Email,Occasional
cus_0000562,2025-11-19,India,Delhi,55+,iOS,Organic Search,Occasional
cus_0000563,2025-04-29,India,Delhi,45-54,iOS,Referral,New
cus_0000564,2026-01-22,India,Hyderabad,25-34,Android,Meta Ads,New
cus_0000565,2025-04-29,Singapore,Singapore,25-34,Android,Referral,New
cus_0000566,2025-12-30,India,Mumbai,55+,iOS,Meta Ads,Occasional
cus_0000567,2025-04-19,India,Mumbai,18-24,Desktop,Organic Search,Occasional
cus_0000568,2025-10-20,United Kingdom,London,35-44,Desktop,Direct,Occasional
cus_0000569,2025-05-25,India,Bengaluru,55+,Android,Organic Search,Occasional
cus_0000570,2025-07-08,United Kingdom,London,45-54,iOS,Google Ads,Occasional
cus_0000571,2025-10-21,United States,Chicago,35-44,Desktop,Google Ads,New
cus_0000572,2025-06-04,India,Hyderabad,18-24,Android,Email,High Value
cus_0000573,2025-07-06,United States,Chicago,55+,Desktop,Organic Search,Loyal
cus_0000574,2025-11-15,United States,Chicago,25-34,Android,Google Ads,Occasional
cus_0000575,2025-05-25,India,Mumbai,35-44,Android,Meta Ads,Occasional
cus_0000576,2025-09-08,Germany,Munich,25-34,iOS,Referral,New
cus_0000577,2025-08-18,India,Bengaluru,25-34,Android,Organic Search,New
cus_0000578,2025-05-14,India,Mumbai,18-24,Android,Organic Search,New
cus_0000579,2025-08-05,India,Hyderabad,45-54,Desktop,Google Ads,Loyal
cus_0000580,2025-04-19,India,Mumbai,35-44,Android,Direct,New
cus_0000581,2025-06-14,United States,New York,25-34,iOS,Google Ads,Occasional
cus_0000582,2025-11-03,India,Bengaluru,25-34,Android,Email,New
cus_0000583,2025-08-17,Germany,Hamburg,25-34,iOS,Meta Ads,High Value
cus_0000584,2025-11-10,United Kingdom,London,45-54,Android,Organic Search,Occasional
cus_0000585,2025-10-04,United Kingdom,Bristol,55+,iOS,Google Ads,Occasional
cus_0000586,2025-06-27,United Kingdom,Bristol,25-34,Desktop,Direct,New
cus_0000587,2025-12-05,Singapore,Singapore,25-34,Desktop,Direct,New
cus_0000588,2025-05-19,India,Hyderabad,25-34,Android,Meta Ads,Loyal
cus_0000589,2026-01-06,United States,Austin,45-54,iOS,Organic Search,Occasional
cus_0000590,2025-09-29,India,Bengaluru,25-34,Android,Meta Ads,Loyal
cus_0000591,2025-11-23,Singapore,Singapore,55+,Android,Meta Ads,Occasional
cus_0000592,2025-11-22,India,Bengaluru,55+,iOS,Organic Search,Loyal
cus_0000593,2025-05-14,United States,Chicago,25-34,Android,Meta Ads,New
cus_0000594,2025-05-27,United Kingdom,Manchester,55+,Desktop,Meta Ads,New
cus_0000595,2025-11-29,United States,San Francisco,55+,Android,Organic Search,High Value
cus_0000596,2025-04-25,Singapore,Singapore,25-34,Android,Direct,Occasional
cus_0000597,2025-09-15,India,Bengaluru,55+,Android,Meta Ads,New
cus_0000598,2025-08-16,United States,San Francisco,55+,Desktop,Email,Loyal
cus_0000599,2025-11-07,Germany,Munich,45-54,Desktop,Google Ads,New
cus_0000600,2025-11-13,United Kingdom,Manchester,25-34,iOS,Meta Ads,Loyal
cus_0000601,2025-04-16,Singapore,Singapore,25-34,iOS,Referral,New
cus_0000602,2025-12-07,India,Bengaluru,45-54,Desktop,Google Ads,New
cus_0000603,2025-05-18,India,Delhi,35-44,Android,Organic Search,New
cus_0000604,2025-09-20,Germany,Berlin,55+,iOS,Referral,Occasional
cus_0000605,2026-01-12,Germany,Hamburg,45-54,Android,Organic Search,Occasional
cus_0000606,2025-12-30,India,Bengaluru,35-44,Desktop,Organic Search,New
cus_0000607,2026-01-17,United States,New York,45-54,Android,Email,New
cus_0000608,2025-08-06,India,Hyderabad,55+,Desktop,Direct,Occasional
cus_0000609,2026-01-13,United States,Chicago,45-54,Android,Email,Occasional
cus_0000610,2025-08-17,India,Bengaluru,35-44,Desktop,Email,Loyal
cus_0000611,2025-04-29,United Kingdom,Manchester,35-44,Android,Organic Search,New
cus_0000612,2025-08-13,United States,Chicago,25-34,Android,Organic Search,New
cus_0000613,2025-06-03,India,Bengaluru,45-54,Desktop,Email,New
cus_0000614,2025-12-29,India,Hyderabad,45-54,Android,Organic Search,Loyal
cus_0000615,2025-04-21,Germany,Berlin,45-54,Android,Referral,High Value
cus_0000616,2025-04-27,India,Mumbai,45-54,Android,Google Ads,Loyal
cus_0000617,2025-04-23,India,Mumbai,55+,Desktop,Organic Search,Loyal
cus_0000618,2025-07-10,United States,New York,25-34,iOS,Meta Ads,New
cus_0000619,2025-11-25,India,Delhi,45-54,Android,Meta Ads,New
cus_0000620,2025-12-31,India,Bengaluru,25-34,Android,Google Ads,High Value
cus_0000621,2025-05-15,India,Mumbai,35-44,Android,Meta Ads,High Value
cus_0000622,2025-04-24,United States,San Francisco,35-44,Android,Meta Ads,Occasional
cus_0000623,2025-04-22,Germany,Berlin,45-54,Desktop,Google Ads,New
cus_0000624,2025-05-25,India,Mumbai,55+,Android,Google Ads,Occasional
cus_0000625,2025-07-25,India,Hyderabad,25-34,Desktop,Organic Search,Occasional
cus_0000626,2025-06-05,Singapore,Singapore,35-44,Android,Organic Search,Occasional
cus_0000627,2025-08-14,Germany,Berlin,25-34,Desktop,Google Ads,New
cus_0000628,2025-08-16,India,Bengaluru,25-34,Android,Organic Search,New
cus_0000629,2025-05-27,India,Bengaluru,25-34,Desktop,Direct,Occasional
cus_0000630,2025-10-02,United Kingdom,London,45-54,Android,Google Ads,New
cus_0000631,2025-09-10,India,Delhi,25-34,Android,Direct,Loyal
cus_0000632,2025-09-08,India,Bengaluru,18-24,Android,Direct,New
cus_0000633,2026-01-09,India,Hyderabad,55+,Android,Referral,Occasional
cus_0000634,2025-05-30,United Kingdom,Manchester,35-44,Android,Direct,Occasional
cus_0000635,2025-11-12,Germany,Munich,35-44,iOS,Direct,Occasional
cus_0000636,2025-06-16,India,Delhi,18-24,Desktop,Email,Occasional
cus_0000637,2025-08-12,Singapore,Singapore,25-34,Android,Meta Ads,New
cus_0000638,2026-01-17,Singapore,Singapore,25-34,iOS,Google Ads,Occasional
cus_0000639,2025-05-18,United States,San Francisco,55+,Android,Google Ads,Occasional
cus_0000640,2025-05-26,United States,San Francisco,35-44,Android,Organic Search,High Value
cus_0000641,2025-06-18,United States,San Francisco,45-54,Desktop,Google Ads,Loyal
cus_0000642,2025-04-11,United Kingdom,Bristol,45-54,Android,Google Ads,Loyal
cus_0000643,2026-01-03,United States,Austin,25-34,Android,Organic Search,Occasional
cus_0000644,2025-10-23,United Kingdom,Manchester,25-34,Desktop,Google Ads,New
cus_0000645,2025-07-11,India,Hyderabad,25-34,Desktop,Direct,Loyal
cus_0000646,2025-07-06,United States,Chicago,18-24,Android,Referral,New
cus_0000647,2025-10-03,United Kingdom,Bristol,18-24,iOS,Meta Ads,New
cus_0000648,2025-11-17,United Kingdom,Manchester,25-34,iOS,Email,Occasional
cus_0000649,2025-12-27,United States,San Francisco,45-54,iOS,Email,Loyal
cus_0000650,2025-07-18,United States,Austin,25-34,Android,Email,High Value
cus_0000651,2025-08-20,India,Mumbai,55+,Android,Organic Search,Loyal
cus_0000652,2025-10-23,India,Hyderabad,35-44,Android,Google Ads,New
cus_0000653,2026-01-04,United States,San Francisco,25-34,Android,Organic Search,Loyal
cus_0000654,2025-12-24,India,Bengaluru,18-24,iOS,Google Ads,Occasional
cus_0000655,2025-04-28,India,Delhi,45-54,Desktop,Meta Ads,New
cus_0000656,2025-11-18,India,Hyderabad,25-34,Android,Google Ads,New
cus_0000657,2025-05-06,India,Bengaluru,25-34,Android,Organic Search,New
cus_0000658,2025-06-26,Singapore,Singapore,25-34,Android,Google Ads,Occasional
cus_0000659,2026-01-04,India,Bengaluru,25-34,Android,Direct,Loyal
cus_0000660,2025-07-19,United States,Austin,55+,Desktop,Google Ads,Occasional
cus_0000661,2025-08-15,Germany,Munich,25-34,Desktop,Organic Search,Loyal
cus_0000662,2025-04-26,United States,Austin,25-34,Desktop,Google Ads,Loyal
cus_0000663,2025-10-08,India,Delhi,45-54,iOS,Direct,Occasional
cus_0000664,2025-09-25,United Kingdom,London,25-34,Desktop,Google Ads,Occasional
cus_0000665,2025-10-04,India,Bengaluru,25-34,Desktop,Organic Search,Loyal
cus_0000666,2025-08-13,India,Delhi,25-34,iOS,Organic Search,New
cus_0000667,2025-11-01,United States,Chicago,45-54,Desktop,Organic Search,Loyal
cus_0000668,2026-01-23,India,Hyderabad,25-34,Android,Organic Search,Loyal
cus_0000669,2025-12-01,India,Hyderabad,18-24,iOS,Email,Occasional
cus_0000670,2025-10-17,India,Bengaluru,55+,iOS,Direct,New
cus_0000671,2025-09-19,India,Hyderabad,25-34,Desktop,Google Ads,Loyal
cus_0000672,2025-11-24,Singapore,Singapore,18-24,Android,Google Ads,Occasional
cus_0000673,2025-08-14,United States,Chicago,45-54,Android,Organic Search,Loyal
cus_0000674,2025-09-01,United Kingdom,Bristol,25-34,iOS,Email,Occasional
cus_0000675,2025-08-13,Singapore,Singapore,25-34,Desktop,Google Ads,Occasional
cus_0000676,2025-08-04,India,Mumbai,25-34,Desktop,Referral,New
cus_0000677,2025-07-13,United Kingdom,Manchester,18-24,Android,Google Ads,Occasional
cus_0000678,2025-05-14,United States,New York,35-44,Android,Meta Ads,Occasional
cus_0000679,2025-10-09,United States,Chicago,35-44,iOS,Organic Search,New
cus_0000680,2025-06-21,India,Bengaluru,35-44,Desktop,Organic Search,Occasional
cus_0000681,2025-09-29,India,Hyderabad,18-24,Android,Referral,New
cus_0000682,2025-07-10,United Kingdom,Manchester,35-44,iOS,Organic Search,Loyal
cus_0000683,2025-09-25,United Kingdom,Bristol,45-54,Android,Direct,Occasional
cus_0000684,2025-05-07,Germany,Munich,35-44,iOS,Google Ads,Occasional
cus_0000685,2025-07-26,United States,New York,25-34,Android,Email,New
cus_0000686,2025-07-16,Germany,Berlin,18-24,iOS,Organic Search,New
cus_0000687,2025-09-16,United States,Chicago,25-34,iOS,Direct,New
cus_0000688,2025-06-08,India,Delhi,55+,iOS,Google Ads,New
cus_0000689,2025-10-07,India,Bengaluru,55+,Android,Organic Search,Occasional
cus_0000690,2025-10-25,India,Hyderabad,18-24,Desktop,Google Ads,Occasional
cus_0000691,2025-11-28,India,Hyderabad,45-54,Android,Direct,Loyal
cus_0000692,2025-07-30,United States,Austin,35-44,Android,Referral,High Value
cus_0000693,2025-07-24,India,Mumbai,25-34,Android,Referral,Loyal
cus_0000694,2025-10-25,United Kingdom,Manchester,35-44,Android,Referral,Loyal
cus_0000695,2025-08-19,United States,Austin,55+,Android,Organic Search,New
cus_0000696,2025-10-15,India,Hyderabad,55+,Android,Direct,Loyal
cus_0000697,2026-01-01,Singapore,Singapore,25-34,Android,Referral,High Value
cus_0000698,2025-09-24,Germany,Berlin,18-24,iOS,Referral,New
cus_0000699,2025-06-23,India,Delhi,25-34,Android,Organic Search,New
cus_0000700,2025-12-04,Germany,Hamburg,55+,Android,Google Ads,High Value
cus_0000701,2025-06-07,United States,New York,25-34,Android,Direct,Occasional
cus_0000702,2025-10-03,Singapore,Singapore,25-34,Android,Direct,New
cus_0000703,2025-09-22,India,Delhi,25-34,Android,Organic Search,Occasional
cus_0000704,2025-05-01,United States,Austin,45-54,iOS,Organic Search,Occasional
cus_0000705,2025-12-14,India,Hyderabad,25-34,Desktop,Organic Search,New
cus_0000706,2025-04-25,Singapore,Singapore,18-24,Android,Meta Ads,High Value
