conversion_id,session_id,customer_id,timestamp,product_id,revenue,discount,conversion_type
cnv_0000268,ses_0002500,cus_0001381,2026-03-10T09:25:49,prd_020,51.04,0.00,purchase
cnv_0000269,ses_0002502,cus_0000256,2026-03-10T03:19:40,prd_003,83.74,0.00,purchase
cnv_0000270,ses_0002513,cus_0000629,2026-03-10T17:40:12,prd_004,55.05,0.00,purchase
cnv_0000271,ses_0002516,cus_0001379,2026-03-10T19:43:38,prd_014,26.77,0.00,purchase
cnv_0000272,ses_0002517,cus_0000076,2026-03-10T05:43:54,prd_018,79.98,10.00,purchase
cnv_0000273,ses_0002535,cus_0001247,2026-03-11T03:33:10,prd_004,75.55,0.00,purchase
cnv_0000274,ses_0002545,cus_0000047,2026-03-11T21:31:43,prd_013,61.68,5.00,purchase
cnv_0000275,ses_0002555,cus_0001280,2026-03-11T06:37:55,prd_017,30.91,5.00,purchase
cnv_0000276,ses_0002559,cus_0000197,2026-03-11T16:24:51,prd_016,36.11,15.00,purchase
cnv_0000277,ses_0002560,cus_0000312,2026-03-11T03:45:44,prd_007,37.28,0.00,purchase
cnv_0000278,ses_0002573,cus_0000485,2026-03-11T06:11:59,prd_014,34.13,5.00,purchase
cnv_0000279,ses_0002576,cus_0000004,2026-03-11T06:34:24,prd_007,83.70,0.00,purchase
cnv_0000280,ses_0002580,cus_0000291,2026-03-11T12:00:15,prd_012,32.77,0.00,purchase
cnv_0000281,ses_0002583,cus_0001160,2026-03-11T17:29:19,prd_005,52.76,0.00,purchase
cnv_0000282,ses_0002584,cus_0001390,2026-03-11T16:19:14,prd_010,79.46,15.00,purchase
cnv_0000283,ses_0002585,cus_0001452,2026-03-11T04:31:17,prd_011,34.46,0.00,purchase
cnv_0000284,ses_0002586,cus_0001195,2026-03-11T15:26:25,prd_018,101.83,10.00,purchase
cnv_0000285,ses_0002590,cus_0000204,2026-03-11T04:19:13,prd_019,44.75,10.00,purchase
cnv_0000286,ses_0002593,cus_0001198,2026-03-11T10:07:49,prd_017,53.79,5.00,purchase
cnv_0000287,ses_0002610,cus_0000602,2026-03-12T10:51:06,prd_005,36.63,0.00,purchase
cnv_0000288,ses_0002616,cus_0001155,2026-03-12T18:02:25,prd_008,39.46,0.00,purchase
cnv_0000289,ses_0002619,cus_0000430,2026-03-12T05:53:45,prd_006,49.01,0.00,purchase
cnv_0000290,ses_0002645,cus_0001287,2026-03-12T02:30:47,prd_006,172.99,0.00,purchase
cnv_0000291,ses_0002646,cus_0001435,2026-03-12T04:28:32,prd_009,73.36,0.00,purchase
cnv_0000292,ses_0002648,cus_0000895,2026-03-12T16:44:17,prd_001,54.42,15.00,purchase
cnv_0000293,ses_0002666,cus_0000945,2026-03-12T00:47:29,prd_013,39.09,10.00,purchase
cnv_0000294,ses_0002667,cus_0000890,2026-03-12T07:32:36,prd_003,31.61,0.00,purchase
cnv_0000295,ses_0002670,cus_0000942,2026-03-13T03:49:50,prd_015,120.55,15.00,purchase
cnv_0000296,ses_0002702,cus_0000803,2026-03-13T13:21:04,prd_016,49.54,0.00,purchase
cnv_0000297,ses_0002706,cus_0000008,2026-03-13T05:31:00,prd_012,63.84,0.00,purchase
cnv_0000298,ses_0002711,cus_0000625,2026-03-13T05:32:39,prd_003,99.98,0.00,purchase
cnv_0000299,ses_0002726,cus_0001496,2026-03-13T12:46:05,prd_020,49.56,10.00,purchase
cnv_0000300,ses_0002730,cus_0000948,2026-03-13T09:23:52,prd_014,80.87,5.00,purchase
cnv_0000301,ses_0002731,cus_0001084,2026-03-13T14:47:41,prd_007,51.43,5.00,purchase
cnv_0000302,ses_0002733,cus_0001335,2026-03-13T04:36:09,prd_004,46.17,10.00,purchase
cnv_0000303,ses_0002738,cus_0000470,2026-03-13T23:19:55,prd_003,39.26,0.00,purchase
cnv_0000304,ses_0002740,cus_0001172,2026-03-14T19:26:00,prd_010,44.81,15.00,purchase
cnv_0000305,ses_0002742,cus_0001459,2026-03-14T00:31:12,prd_014,37.44,10.00,purchase
cnv_0000306,ses_0002746,cus_0001467,2026-03-14T13:20:34,prd_003,65.26,0.00,purchase
cnv_0000307,ses_0002747,cus_0001405,2026-03-14T09:22:52,prd_014,112.98,10.00,purchase
cnv_0000308,ses_0002768,cus_0000213,2026-03-14T00:32:42,prd_014,36.24,10.00,purchase
cnv_0000309,ses_0002775,cus_0000062,2026-03-14T16:22:44,prd_012,24.16,10.00,purchase
cnv_0000310,ses_0002776,cus_0000176,2026-03-14T21:49:47,prd_011,51.38,15.00,purchase
cnv_0000311,ses_0002779,cus_0000141,2026-03-14T08:36:21,prd_006,86.35,0.00,purchase
cnv_0000312,ses_0002784,cus_0000629,2026-03-14T15:13:56,prd_005,44.53,0.00,purchase
cnv_0000313,ses_0002786,cus_0000994,2026-03-14T17:24:27,prd_020,61.47,10.00,purchase
cnv_0000314,ses_0002791,cus_0001017,2026-03-14T05:33:09,prd_006,37.10,15.00,purchase
cnv_0000315,ses_0002810,cus_0000804,2026-03-14T22:52:26,prd_002,39.97,5.00,purchase
cnv_0000316,ses_0002811,cus_0001051,2026-03-14T15:02:43,prd_007,39.47,5.00,purchase
cnv_0000317,ses_0002816,cus_0000816,2026-03-15T17:41:06,prd_009,51.37,0.00,purchase
cnv_0000318,ses_0002819,cus_0000323,2026-03-15T13:33:51,prd_020,105.13,0.00,purchase
cnv_0000319,ses_0002823,cus_0000906,2026-03-15T09:34:35,prd_007,84.66,5.00,purchase
cnv_0000320,ses_0002825,cus_0000145,2026-03-15T00:56:38,prd_020,128.75,0.00,purchase
cnv_0000321,ses_0002834,cus_0001022,2026-03-15T08:43:35,prd_018,115.43,10.00,purchase
cnv_0000322,ses_0002836,cus_0001178,2026-03-15T06:41:47,prd_012,34.59,5.00,purchase
cnv_0000323,ses_0002846,cus_0001435,2026-03-15T16:30:18,prd_012,47.97,0.00,purchase
cnv_0000324,ses_0002857,cus_0001191,2026-03-15T05:18:52,prd_018,61.62,5.00,purchase
cnv_0000325,ses_0002861,cus_0001435,2026-03-15T07:55:36,prd_018,52.27,10.00,purchase
cnv_0000326,ses_0002866,cus_0001210,2026-03-15T17:01:56,prd_003,33.46,15.00,purchase
cnv_0000327,ses_0002877,cus_0000936,2026-03-15T20:48:30,prd_010,98.12,0.00,purchase
cnv_0000328,ses_0002885,cus_0000212,2026-03-15T04:24:58,prd_005,82.26,0.00,purchase
cnv_0000329,ses_0002887,cus_0000082,2026-03-15T13:55:01,prd_003,22.63,5.00,purchase
cnv_0000330,ses_0002916,cus_0000576,2026-03-16T10:56:44,prd_005,54.94,5.00,purchase
cnv_0000331,ses_0002939,cus_0001097,2026-03-16T01:33:53,prd_005,49.72,5.00,purchase
cnv_0000332,ses_0002940,cus_0000215,2026-03-16T18:52:21,prd_019,32.14,0.00,purchase
cnv_0000333,ses_0002952,cus_0000208,2026-03-16T15:59:17,prd_011,44.18,15.00,purchase
cnv_0000334,ses_0002963,cus_0000108,2026-03-17T14:48:19,prd_006,74.38,5.00,purchase
cnv_0000335,ses_0002976,cus_0001495,2026-03-17T04:17:59,prd_019,38.38,10.00,purchase
cnv_0000336,ses_0002977,cus_0000440,2026-03-17T00:35:42,prd_009,77.21,0.00,purchase
cnv_0000337,ses_0002982,cus_0000798,2026-03-17T04:18:57,prd_007,69.86,15.00,purchase
cnv_0000338,ses_0002998,cus_0000776,2026-03-17T22:26:18,prd_017,45.20,10.00,purchase
cnv_0000339,ses_0003007,cus_0001336,2026-03-17T04:54:47,prd_003,44.84,0.00,purchase
cnv_0000340,ses_0003020,cus_0000305,2026-03-18T13:46:20,prd_002,37.97,15.00,purchase
cnv_0000341,ses_0003024,cus_0001112,2026-03-18T17:29:00,prd_003,156.94,10.00,purchase
cnv_0000342,ses_0003027,cus_0000302,2026-03-18T03:41:42,prd_020,52.55,5.00,purchase
cnv_0000343,ses_0003028,cus_0001015,2026-03-18T03:48:09,prd_017,36.07,0.00,purchase
cnv_0000344,ses_0003031,cus_0001305,2026-03-18T04:30:47,prd_007,25.26,10.00,purchase
cnv_0000345,ses_0003034,cus_0000240,2026-03-18T19:27:53,prd_008,61.23,0.00,purchase
cnv_0000346,ses_0003041,cus_0000991,2026-03-18T23:01:29,prd_012,52.67,10.00,purchase
cnv_0000347,ses_0003043,cus_0000669,2026-03-18T18:05:38,prd_015,49.08,0.00,purchase
cnv_0000348,ses_0003044,cus_0000700,2026-03-18T12:48:18,prd_008,15.33,5.00,purchase
cnv_0000349,ses_0003049,cus_0000846,2026-03-18T22:43:54,prd_012,63.56,15.00,purchase
cnv_0000350,ses_0003063,cus_0000551,2026-03-18T04:11:10,prd_002,103.24,0.00,purchase
cnv_0000351,ses_0003070,cus_0001386,2026-03-18T18:36:55,prd_013,85.66,0.00,purchase
cnv_0000352,ses_0003088,cus_0000606,2026-03-19T01:09:33,prd_007,47.62,10.00,purchase
cnv_0000353,ses_0003091,cus_0000389,2026-03-19T06:03:07,prd_004,61.13,10.00,purchase
cnv_0000354,ses_0003111,cus_0000360,2026-03-19T03:24:40,prd_002,46.26,10.00,purchase
cnv_0000355,ses_0003117,cus_0001168,2026-03-19T06:06:08,prd_001,28.56,5.00,purchase
cnv_0000356,ses_0003120,cus_0001156,2026-03-19T03:59:38,prd_020,174.10,5.00,purchase
cnv_0000357,ses_0003131,cus_0000714,2026-03-20T14:51:36,prd_012,40.23,0.00,purchase
cnv_0000358,ses_0003140,cus_0000768,2026-03-20T14:40:17,prd_010,81.00,10.00,purchase
cnv_0000359,ses_0003156,cus_0000635,2026-03-20T03:09:44,prd_016,139.58,5.00,purchase
cnv_0000360,ses_0003159,cus_0000721,2026-03-20T19:21:04,prd_013,70.62,10.00,purchase
cnv_0000361,ses_0003161,cus_0000868,2026-03-20T20:35:54,prd_009,90.46,15.00,purchase
cnv_0000362,ses_0003169,cus_0001204,2026-03-20T00:49:48,prd_016,38.38,0.00,purchase
cnv_0000363,ses_0003170,cus_0001319,2026-03-20T22:01:27,prd_005,126.73,15.00,purchase
cnv_0000364,ses_0003174,cus_0001131,2026-03-20T15:36:59,prd_006,61.83,10.00,purchase
cnv_0000365,ses_0003178,cus_0000991,2026-03-20T16:01:59,prd_008,88.30,10.00,purchase
cnv_0000366,ses_0003181,cus_0001245,2026-03-20T11:55:20,prd_003,165.02,0.00,purchase
cnv_0000367,ses_0003185,cus_0000968,2026-03-20T06:14:01,prd_018,57.63,0.00,purchase
cnv_0000368,ses_0003186,cus_0000886,2026-03-21T13:05:43,prd_009,50.51,0.00,purchase
cnv_0000369,ses_0003210,cus_0000018,2026-03-21T09:07:10,prd_007,46.31,10.00,purchase
cnv_0000370,ses_0003218,cus_0000396,2026-03-21T06:14:02,prd_007,54.51,0.00,purchase
cnv_0000371,ses_0003221,cus_0000072,2026-03-21T23:29:41,prd_018,74.00,0.00,purchase
cnv_0000372,ses_0003240,cus_0000363,2026-03-21T22:19:30,prd_020,85.39,0.00,purchase
cnv_0000373,ses_0003247,cus_0000902,2026-03-21T05:48:45,prd_015,56.04,15.00,purchase
cnv_0000374,ses_0003256,cus_0000137,2026-03-22T17:58:11,prd_016,166.23,10.00,purchase
cnv_0000375,ses_0003257,cus_0000562,2026-03-22T13:46:59,prd_017,59.25,0.00,purchase
cnv_0000376,ses_0003258,cus_0000857,2026-03-22T19:59:27,prd_003,79.47,0.00,purchase
cnv_0000377,ses_0003259,cus_0000373,2026-03-22T06:53:31,prd_002,65.78,0.00,purchase
cnv_0000378,ses_0003266,cus_0001474,2026-03-22T19:35:47,prd_003,34.29,0.00,purchase
cnv_0000379,ses_0003268,cus_0000915,2026-03-22T06:22:31,prd_017,46.28,5.00,purchase
cnv_0000380,ses_0003293,cus_0001375,2026-03-22T13:38:49,prd_008,68.32,0.00,purchase
cnv_0000381,ses_0003301,cus_0000746,2026-03-22T01:04:09,prd_011,28.95,5.00,purchase
cnv_0000382,ses_0003302,cus_0000441,2026-03-22T03:06:37,prd_020,37.11,5.00,purchase
cnv_0000383,ses_0003315,cus_0000159,2026-03-22T09:50:42,prd_011,91.16,10.00,purchase
cnv_0000384,ses_0003344,cus_0001020,2026-03-23T12:29:21,prd_016,168.99,10.00,purchase
cnv_0000385,ses_0003353,cus_0000106,2026-03-23T08:04:34,prd_017,72.85,0.00,purchase
cnv_0000386,ses_0003354,cus_0000399,2026-03-23T19:30:50,prd_011,50.33,0.00,purchase
cnv_0000387,ses_0003376,cus_0001145,2026-03-23T07:12:32,prd_015,41.95,10.00,purchase
cnv_0000388,ses_0003382,cus_0001161,2026-03-24T16:09:17,prd_006,136.71,0.00,purchase
cnv_0000389,ses_0003386,cus_0001061,2026-03-24T08:26:34,prd_019,41.13,5.00,purchase
cnv_0000390,ses_0003388,cus_0000861,2026-03-24T06:38:05,prd_001,102.22,15.00,purchase
cnv_0000391,ses_0003406,cus_0000735,2026-03-24T13:53:31,prd_002,60.64,5.00,purchase
cnv_0000392,ses_0003409,cus_0001074,2026-03-24T04:57:36,prd_020,66.45,5.00,purchase
cnv_0000393,ses_0003414,cus_0001234,2026-03-24T11:44:07,prd_019,62.53,10.00,purchase
cnv_0000394,ses_0003420,cus_0000287,2026-03-24T12:54:23,prd_019,81.75,15.00,purchase
cnv_0000395,ses_0003444,cus_0000772,2026-03-25T10:42:56,prd_001,64.96,10.00,purchase
cnv_0000396,ses_0003450,cus_0001023,2026-03-25T02:29:45,prd_019,80.11,0.00,purchase
cnv_0000397,ses_0003467,cus_0000388,2026-03-25T12:13:53,prd_020,100.34,0.00,purchase
cnv_0000398,ses_0003468,cus_0000331,2026-03-25T02:59:58,prd_003,114.77,0.00,purchase
cnv_0000399,ses_0003469,cus_0000240,2026-03-25T15:02:32,prd_016,23.34,0.00,purchase
cnv_0000400,ses_0003476,cus_0001464,2026-03-25T12:05:16,prd_018,63.91,10.00,purchase
cnv_0000401,ses_0003480,cus_0001149,2026-03-25T20:15:22,prd_005,53.86,15.00,purchase
cnv_0000402,ses_0003485,cus_0000957,2026-03-25T10:23:46,prd_002,67.13,5.00,purchase
cnv_0000403,ses_0003494,cus_0000370,2026-03-25T22:30:25,prd_004,67.18,15.00,purchase
cnv_0000404,ses_0003496,cus_0000252,2026-03-25T03:42:54,prd_005,63.62,0.00,purchase
cnv_0000405,ses_0003501,cus_0000727,2026-03-25T18:03:48,prd_001,27.48,0.00,purchase
cnv_0000406,ses_0003544,cus_0000096,2026-03-26T14:12:18,prd_018,46.60,5.00,purchase
cnv_0000407,ses_0003546,cus_0001352,2026-03-26T18:16:45,prd_013,79.78,0.00,purchase
cnv_0000408,ses_0003552,cus_0001293,2026-03-26T05:27:05,prd_002,108.67,0.00,purchase
cnv_0000409,ses_0003565,cus_0001281,2026-03-27T00:45:21,prd_019,30.31,0.00,purchase
cnv_0000410,ses_0003611,cus_0000272,2026-03-27T13:11:13,prd_019,47.77,5.00,purchase
cnv_0000411,ses_0003618,cus_0000065,2026-03-28T12:17:49,prd_014,65.01,15.00,purchase
cnv_0000412,ses_0003625,cus_0001259,2026-03-28T14:21:48,prd_006,31.93,15.00,purchase
cnv_0000413,ses_0003635,cus_0000235,2026-03-28T00:38:42,prd_011,51.33,15.00,purchase
cnv_0000414,ses_0003658,cus_0000673,2026-03-28T01:44:26,prd_007,144.43,15.00,purchase
cnv_0000415,ses_0003663,cus_0000696,2026-03-28T10:41:31,prd_015,27.83,15.00,purchase
cnv_0000416,ses_0003664,cus_0000917,2026-03-28T02:34:36,prd_020,53.45,0.00,purchase
cnv_0000417,ses_0003666,cus_0001130,2026-03-28T15:42:23,prd_011,126.55,0.00,purchase
cnv_0000418,ses_0003689,cus_0001308,2026-03-29T04:17:48,prd_018,90.50,0.00,purchase
cnv_0000419,ses_0003693,cus_0000618,2026-03-29T04:21:12,prd_008,55.08,0.00,purchase
cnv_0000420,ses_0003695,cus_0001312,2026-03-29T01:07:26,prd_003,34.41,0.00,purchase
cnv_0000421,ses_0003711,cus_0000124,2026-03-29T11:05:23,prd_013,97.43,0.00,purchase
cnv_0000422,ses_0003741,cus_0000399,2026-03-29T01:17:37,prd_020,56.82,0.00,purchase
cnv_0000423,ses_0003748,cus_0001378,2026-03-30T17:34:10,prd_016,36.43,0.00,purchase
cnv_0000424,ses_0003758,cus_0000963,2026-03-30T18:39:45,prd_011,64.33,10.00,purchase
cnv_0000425,ses_0003759,cus_0000480,2026-03-30T06:07:24,prd_002,190.65,0.00,purchase
cnv_0000426,ses_0003771,cus_0000749,2026-03-30T18:53:12,prd_013,55.23,0.00,purchase
cnv_0000427,ses_0003778,cus_0000067,2026-03-30T17:03:44,prd_011,72.84,5.00,purchase
cnv_0000428,ses_0003787,cus_0001412,2026-03-30T06:35:24,prd_015,64.28,0.00,purchase
cnv_0000429,ses_0003793,cus_0000940,2026-03-30T04:10:22,prd_015,67.62,15.00,purchase
cnv_0000430,ses_0003802,cus_0000904,2026-03-31T12:27:35,prd_009,75.36,5.00,purchase
cnv_0000431,ses_0003803,cus_0001481,2026-03-31T03:26:52,prd_013,182.79,10.00,purchase
cnv_0000432,ses_0003812,cus_0001106,2026-03-31T18:10:38,prd_013,60.19,0.00,purchase
cnv_0000433,ses_0003813,cus_0001202,2026-03-31T21:15:14,prd_009,53.74,15.00,purchase
cnv_0000434,ses_0003820,cus_0001467,2026-03-31T23:08:52,prd_003,67.99,0.00,purchase
cnv_0000435,ses_0003841,cus_0000339,2026-03-31T08:18:25,prd_016,46.32,10.00,purchase
cnv_0000436,ses_0003842,cus_0000474,2026-03-31T18:35:18,prd_012,90.75,0.00,purchase
cnv_0000437,ses_0003846,cus_0000053,2026-03-31T01:34:14,prd_009,75.50,0.00,purchase
cnv_0000438,ses_0003864,cus_0001093,2026-04-01T18:59:54,prd_011,73.62,5.00,purchase
cnv_0000439,ses_0003875,cus_0000096,2026-04-01T07:09:55,prd_018,30.77,0.00,purchase
cnv_0000440,ses_0003877,cus_0000777,2026-04-01T10:32:32,prd_009,74.45,15.00,purchase
cnv_0000441,ses_0003878,cus_0000085,2026-04-01T18:10:46,prd_006,26.78,0.00,purchase
cnv_0000442,ses_0003879,cus_0000821,2026-04-01T20:22:16,prd_009,67.71,10.00,purchase
cnv_0000443,ses_0003889,cus_0001067,2026-04-01T01:08:49,prd_009,40.16,10.00,purchase
cnv_0000444,ses_0003899,cus_0000619,2026-04-01T08:07:54,prd_006,62.45,0.00,purchase
cnv_0000445,ses_0003900,cus_0000458,2026-04-01T07:16:55,prd_005,63.49,0.00,purchase
cnv_0000446,ses_0003909,cus_0001108,2026-04-01T09:40:09,prd_017,49.92,0.00,purchase
cnv_0000447,ses_0003917,cus_0000336,2026-04-02T12:06:20,prd_003,206.31,5.00,purchase
cnv_0000448,ses_0003928,cus_0001500,2026-04-02T04:46:42,prd_008,14.70,0.00,purchase
cnv_0000449,ses_0003959,cus_0001447,2026-04-02T23:16:12,prd_017,79.77,5.00,purchase
cnv_0000450,ses_0003961,cus_0000030,2026-04-02T18:24:47,prd_008,67.65,0.00,purchase
cnv_0000451,ses_0003979,cus_0000789,2026-04-02T13:07:08,prd_019,67.95,5.00,purchase
cnv_0000452,ses_0003984,cus_0001048,2026-04-03T21:24:04,prd_013,99.54,0.00,purchase
cnv_0000453,ses_0003993,cus_0000888,2026-04-03T22:05:13,prd_007,98.98,10.00,purchase
cnv_0000454,ses_0004020,cus_0001169,2026-04-03T15:38:27,prd_005,44.97,0.00,purchase
cnv_0000455,ses_0004023,cus_0001415,2026-04-03T11:45:31,prd_012,36.99,0.00,purchase
cnv_0000456,ses_0004049,cus_0000381,2026-04-04T11:16:03,prd_019,34.34,0.00,purchase
cnv_0000457,ses_0004065,cus_0001265,2026-04-04T16:54:24,prd_002,78.26,0.00,purchase
cnv_0000458,ses_0004071,cus_0000798,2026-04-04T18:30:23,prd_014,86.34,0.00,purchase
cnv_0000459,ses_0004077,cus_0000753,2026-04-04T12:21:19,prd_009,126.34,0.00,purchase
cnv_0000460,ses_0004081,cus_0000069,2026-04-04T15:49:53,prd_019,122.64,5.00,purchase
cnv_0000461,ses_0004084,cus_0000345,2026-04-04T14:22:14,prd_007,59.09,10.00,purchase
cnv_0000462,ses_0004094,cus_0000797,2026-04-04T11:16:14,prd_007,46.83,15.00,purchase
cnv_0000463,ses_0004099,cus_0000926,2026-04-04T22:33:51,prd_018,95.50,0.00,purchase
cnv_0000464,ses_0004107,cus_0000445,2026-04-04T10:56:04,prd_010,101.73,5.00,purchase
cnv_0000465,ses_0004111,cus_0001182,2026-04-04T12:26:13,prd_009,62.13,0.00,purchase
cnv_0000466,ses_0004112,cus_0000820,2026-04-04T06:06:49,prd_005,55.41,0.00,purchase
cnv_0000467,ses_0004123,cus_0000072,2026-04-05T03:19:00,prd_010,71.49,0.00,purchase
cnv_0000468,ses_0004132,cus_0001137,2026-04-05T10:42:29,prd_013,126.14,0.00,purchase
cnv_0000469,ses_0004141,cus_0000710,2026-04-05T06:34:57,prd_001,36.50,10.00,purchase
cnv_0000470,ses_0004148,cus_0001009,2026-04-05T06:52:18,prd_005,16.47,0.00,purchase
cnv_0000471,ses_0004162,cus_0001053,2026-04-05T10:32:08,prd_020,56.73,5.00,purchase
cnv_0000472,ses_0004169,cus_0001129,2026-04-05T04:41:09,prd_010,30.44,10.00,purchase
cnv_0000473,ses_0004172,cus_0000447,2026-04-05T21:29:51,prd_007,23.57,0.00,purchase
cnv_0000474,ses_0004193,cus_0001412,2026-04-06T17:19:57,prd_020,27.77,0.00,purchase
cnv_0000475,ses_0004197,cus_0000568,2026-04-06T13:07:59,prd_017,67.10,0.00,purchase
cnv_0000476,ses_0004205,cus_0001185,2026-04-06T07:45:12,prd_004,51.30,5.00,purchase
cnv_0000477,ses_0004216,cus_0000275,2026-04-06T03:33:31,prd_015,56.61,0.00,purchase
cnv_0000478,ses_0004220,cus_0000413,2026-04-06T22:43:02,prd_001,56.60,15.00,purchase
cnv_0000479,ses_0004221,cus_0001151,2026-04-06T13:44:07,prd_010,116.17,15.00,purchase
cnv_0000480,ses_0004234,cus_0001068,2026-04-06T07:20:56,prd_018,46.44,0.00,purchase
cnv_0000481,ses_0004247,cus_0000287,2026-04-06T08:59:46,prd_020,167.84,5.00,purchase
cnv_0000482,ses_0004249,cus_0000297,2026-04-06T19:18:20,prd_018,108.57,5.00,purchase
cnv_0000483,ses_0004259,cus_0000337,2026-04-07T13:17:15,prd_001,101.39,10.00,purchase
cnv_0000484,ses_0004274,cus_0000973,2026-04-07T01:18:02,prd_010,50.20,0.00,purchase
cnv_0000485,ses_0004280,cus_0000952,2026-04-07T05:35:14,prd_020,57.06,0.00,purchase
cnv_0000486,ses_0004285,cus_0000698,2026-04-07T03:54:54,prd_013,51.16,15.00,purchase
cnv_0000487,ses_0004296,cus_0000082,2026-04-07T18:25:32,prd_002,96.62,15.00,purchase
cnv_0000488,ses_0004297,cus_0000767,2026-04-07T18:02:02,prd_020,170.62,0.00,purchase
cnv_0000489,ses_0004304,cus_0000643,2026-04-07T07:52:56,prd_007,51.60,5.00,purchase
cnv_0000490,ses_0004325,cus_0000182,2026-04-08T09:45:20,prd_002,40.95,10.00,purchase
cnv_0000491,ses_0004328,cus_0000633,2026-04-08T23:22:01,prd_018,26.82,10.00,purchase
cnv_0000492,ses_0004340,cus_0000348,2026-04-08T15:24:58,prd_004,89.19,0.00,purchase
cnv_0000493,ses_0004341,cus_0001456,2026-04-08T03:13:43,prd_012,62.59,5.00,purchase
cnv_0000494,ses_0004356,cus_0000088,2026-04-08T07:57:58,prd_018,49.60,0.00,purchase
cnv_0000495,ses_0004358,cus_0000568,2026-04-08T02:29:42,prd_018,102.51,15.00,purchase
cnv_0000496,ses_0004365,cus_0000063,2026-04-08T01:43:06,prd_005,45.91,0.00,purchase
cnv_0000497,ses_0004369,cus_0000882,2026-04-09T07:11:15,prd_019,51.89,5.00,purchase
cnv_0000498,ses_0004371,cus_0001278,2026-04-09T10:59:26,prd_004,145.82,15.00,purchase
cnv_0000499,ses_0004379,cus_0000142,2026-04-09T22:58:39,prd_004,51.53,0.00,purchase
cnv_0000500,ses_0004382,cus_0001038,2026-04-09T15:09:34,prd_005,47.49,0.00,purchase
cnv_0000501,ses_0004404,cus_0001108,2026-04-09T22:14:09,prd_006,179.44,0.00,purchase
cnv_0000502,ses_0004406,cus_0000814,2026-04-09T10:59:13,prd_001,68.41,0.00,purchase
cnv_0000503,ses_0004408,cus_0000607,2026-04-09T00:07:03,prd_019,79.80,15.00,purchase
cnv_0000504,ses_0004414,cus_0000169,2026-04-09T23:07:19,prd_019,42.97,15.00,purchase
cnv_0000505,ses_0004445,cus_0000365,2026-04-10T04:26:59,prd_015,59.70,15.00,purchase
cnv_0000506,ses_0004476,cus_0000280,2026-04-10T00:28:37,prd_013,51.87,0.00,purchase
cnv_0000507,ses_0004480,cus_0001045,2026-04-10T12:11:28,prd_005,47.22,5.00,purchase
cnv_0000508,ses_0004484,cus_0000506,2026-04-10T04:37:34,prd_007,36.93,15.00,purchase
cnv_0000509,ses_0004492,cus_0001071,2026-04-10T18:44:11,prd_003,38.68,0.00,purchase
cnv_0000510,ses_0004497,cus_0000970,2026-04-11T20:35:15,prd_011,48.16,15.00,purchase
cnv_0000511,ses_0004507,cus_0000353,2026-04-11T10:04:51,prd_010,114.00,15.00,purchase
cnv_0000512,ses_0004521,cus_0000634,2026-04-11T09:57:48,prd_010,166.66,5.00,purchase
cnv_0000513,ses_0004522,cus_0000354,2026-04-11T21:01:26,prd_008,25.18,0.00,purchase
cnv_0000514,ses_0004533,cus_0000705,2026-04-11T09:20:27,prd_002,33.53,15.00,purchase
cnv_0000515,ses_0004546,cus_0000783,2026-04-11T12:51:39,prd_020,35.80,0.00,purchase
cnv_0000516,ses_0004550,cus_0000394,2026-04-11T17:51:11,prd_020,115.74,5.00,purchase
cnv_0000517,ses_0004552,cus_0000126,2026-04-11T22:28:37,prd_020,60.38,5.00,purchase
cnv_0000518,ses_0004556,cus_0000384,2026-04-11T10:42:13,prd_011,40.43,15.00,purchase
cnv_0000519,ses_0004576,cus_0000571,2026-04-12T11:57:45,prd_006,45.19,0.00,purchase
cnv_0000520,ses_0004578,cus_0000297,2026-04-12T10:22:35,prd_002,54.11,10.00,purchase
cnv_0000521,ses_0004603,cus_0000517,2026-04-12T07:25:10,prd_016,135.55,10.00,purchase
cnv_0000522,ses_0004617,cus_0001152,2026-04-12T20:59:28,prd_017,91.88,5.00,purchase
cnv_0000523,ses_0004618,cus_0000444,2026-04-12T09:02:54,prd_017,56.18,0.00,purchase
cnv_0000524,ses_0004620,cus_0000343,2026-04-12T23:49:56,prd_014,41.95,5.00,purchase
cnv_0000525,ses_0004621,cus_0000461,2026-04-12T15:39:01,prd_016,53.01,5.00,purchase
cnv_0000526,ses_0004660,cus_0000063,2026-04-13T12:09:09,prd_010,32.62,10.00,purchase
cnv_0000527,ses_0004666,cus_0000529,2026-04-13T14:01:41,prd_009,41.61,15.00,purchase
cnv_0000528,ses_0004672,cus_0000883,2026-04-13T00:32:38,prd_019,58.01,5.00,purchase
cnv_0000529,ses_0004674,cus_0000656,2026-04-13T17:42:10,prd_010,55.14,0.00,purchase
cnv_0000530,ses_0004680,cus_0000971,2026-04-13T18:08:11,prd_019,133.78,0.00,purchase
cnv_0000531,ses_0004701,cus_0001251,2026-04-13T12:38:47,prd_011,50.67,0.00,purchase
cnv_0000532,ses_0004713,cus_0000062,2026-04-13T08:22:57,prd_012,100.70,0.00,purchase
cnv_0000533,ses_0004719,cus_0000933,2026-04-13T01:10:46,prd_010,43.93,5.00,purchase
cnv_0000534,ses_0004736,cus_0000242,2026-04-14T00:32:54,prd_017,108.88,15.00,purchase
cnv_0000535,ses_0004739,cus_0000147,2026-04-14T11:44:08,prd_001,42.52,10.00,purchase
